THE QUICK DOG JUMPED OVER
DEEP HOLE TORE THE LAND
WARM FIRE MELTED DARK ICE
A DOG RAN UNDER TREE
OLD TREE BORE NEW LEAF
WHO RODE THE DARK WAVE
A WIDE MAP OPENED QUICK
WHITE WING CUT THE CLOUD
ONE WORD MADE HER FREE
THE WAVE ROLLED INTO DOCK
HER GAZE MET DARK EYE
WALK UNDER DARK BLUE DOME
DARK ROCK HELD RARE CODE
THE DEEP WATER ATE WALL
THE FOX FLED INTO WOOD
RARE FIRE FED THE DOME
OLD DATA MADE THE MAP
WHO BROKE THE DARK GATE
A WHITE ROAD WENT NORTH
WHO DREW DARK CODE HERE
THE COLD ROOM HELD DOOR
WHITE RING HELD PURE FIRE
FEAR FED THE DARK ROOM
HER ARM HELD DARK MARK
RARE WIND TORE OPEN WALL
A FIRE BURNED ON WOOD
DARK WOOD HID FINAL DOOR
RED RING GAVE WARM FEEL
NEW RIVER FLOWED INTO VALLEY
THE WIND TOLD A TALE
LOOK DEEP INTO DARK RING
ROPE FELL INTO DARK WATER
BLACK WATER ATE OLD TREE
A DOG HOWLED UNDER FULL MOON
FEAR MADE HER DROP CODE
WHO HID THE FINAL GEM
DARK ROOM ECHOED WITH FIRE
HER VOICE WOKE THE WALL
HE FLEW INTO DARK VALLEY
HER WORD FED THE FLAME
WHO GAVE ORDER TO WAIT
THE FOX HID UNDER ROCK
WHITE WING FELL INTO WATER
WHO HELD CODE TO VAULT
FEAR GREW INTO FINAL FORM
THE WAVE HIT HARD WALL
NEW GATE BLOCKED DARK PATH
HER VOICE BROKE THE RULE
A DARK HAND HELD POWER
THE RING GAVE DARK CODE
HER WORD OPENED DARK ROOM
BLUE FLAG FELL FROM WALL
CLOUD ATE WIND AND FIRE
HE WAITED UNDER WHITE TREE
ROPE TIED DARK WOOD TIGHT
WHO TORE THE FINAL PAGE
DEEP WATER MELTED DARK ICE
OLD CODE GAVE NEW ORDER
RARE WORD FELL ON WALL
HER EYE MET FIRE QUICK
WHO TOOK DATA FROM ROOM
DARK PATH LED TO WIND
WHITE TREE BROKE FROM WIND
FEAR TORE DARK FLAG DOWN
A DARK HAND FED FIRE
WHO KNEW OLD DARK CODE
HER EYE GAVE FINAL WAVE
THE DARK DOG TORE ROPE
WALL BROKE FROM WIND BLOW
WHO HELD WIND IN BOX
RED WATER FILLED DARK GATE
HER FACE FELT COLD AIR
FIRE BROKE DARK ICE AWAY
A COLD WAVE GREW QUICK
WHITE FLAG WAVED NEAR COLD
HER GAZE TORE DARK CLOUD
THE DARK ROAD HAD ENDED
FIRE MELTED WHITE DARK ICE
ROPE WRAPPED DARK TREE DOWN
WALL TORE AWAY FROM ROOT
WHO KNEW THE DARK CODE
RARE DARK GEM GAVE POWER
NEW ORDER GREW INTO FIRE
HER WHITE COAT BLEW BACK
THE DOOR ATE BLACK CODE
WHO OPENED DARK MAP HERE
ROPE WRAPPED THE GOLD BOX
OLD POWER LED FINAL CODE
CLOUD BROKE AWAY FROM WALL
NEW WIND GREW FROM FIRE
HER DARK VOICE MADE FEAR
LOOK INTO FINAL DARK ROOM
WHITE FLAG RODE BLUE AIR
DARK NIGHT FED PURE FIRE
THE WIND GAVE DARK TALE
A WAVE RODE INTO CAVE
HER HAND HELD OLD FIRE
THE WIND MADE FIRE WAKE
WHITE FLAG GREW FROM WALL
WHO WROTE ON DARK GATE
DARK WAVE DROPPED PURE CODE
ROPE HELD OLD DARK BOX
A DARK OWL FLEW OVER
RARE WIND CUT DEEP PATH
HER VOICE BROKE THE DARK
WALL MELTED UNDER DEEP FIRE
THE RING TORE DARK WIND
NEW FIRE LED TO HOPE
WHO ATE THE FINAL CODE
FIRE TORE TREE INTO PART
RED WALL ATE DARK WIND
WHITE DOME CUT THROUGH CLOUD
NEW FLAG GREW ON TOWER
COLD WIND GAVE PURE DARK
WHO LED INTO DARK ZONE
HER VOICE FED OLD FIRE
WHO OPENED GATE INTO NIGHT
FINAL WORD GAVE TRUE CODE
DARK WIND WOKE DEEP CODE
HER EYE TOLD FINAL PAGE
NEW FLAG BLEW OVER ROCK
A DARK WAVE HIT TOWER
RARE WORD FED PURE DATA
NEW DATA OPENED DARK GATE
WHITE FLAG LED TO ORDER
OLD ROPE HELD DARK FORM
FINAL PATH OPENED INTO CAVE
HER VOICE TOLD OF FIRE
WHITE ROAD FED DARK POWER
ROPE FELL OFF DARK WALL
CLOUD MOVED UNDER DARK FIRE
HER GAZE LED INTO DOOM
WIND BROKE OPEN DARK HALL
WALL GREW HIGH INTO AIR
RARE POWER CAME FROM RING
BLUE FLAG GREW IN FOG
HER WORD BROKE FINAL RULE
NEW WALL ATE DARK ROOT
OLD WIND DROVE FLAG DOWN
A DARK GEM MET ORDER
RARE FLAG FELL FROM TREE
WALL HELD RARE WIND DARK
THE BROWN CAT WALKED OVER
FOUR PEOPLE RAN THROUGH GARDEN
FIND THE WIDE PATH AHEAD
DEER JUMPED OVER THE ROCK
PURPLE PLANT GREW UP FENCE
HOT FLAME GLOWED IN ROOM
THE WIND BLEW VERY HARD
GOLDEN GLOW CAME FROM WINDOW
THE LORD HELD COPPER BAND
HEAVY RAIN FELL ON EARTH
THE DOG HID UNDER TABLE
WALK CALMLY INTO WIDE ROOM
OLD MAGE READ BIG BOOK
WATCH THE MOON OVER LAKE
NO ONE FOUND THE HOLE
A PURPLE DRAGON FLEW HIGH
THE WIND MADE TREE BEND
BRAVE DEER FOUGHT THE HAWK
A HEAVY WIND BLEW HARD
THE WOLF FOUGHT WITH RAGE
WHO TOOK THE WIDE PATH
A HOLE OPENED NEAR ROCK
ORANGE FLAME BURNED THE DOCK
THE HAWK FLEW INTO NIGHT
A YELLOW FLAG WAVED HIGH
THE LADY HELD HER CLOAK
LONG ROAD LED INTO VALLEY
THEY FOLLOWED THE WIDE TRAIL
WE RODE THROUGH THE GORGE
THE TREE BORE RIPE FRUIT
FOLLOW THE YELLOW HAWK HOME
WIND MOVED THE THICK CLOUD
FROZEN POND HELD DEEP WATER
YELLOW ICE COVERED THE PATH
A LONG BATTLE ENDED CALM
OLD LORD GAVE FINAL ORDER
THE GAME ENDED WITH DRAW
GOLDEN ORB FELL FROM TREE
WHO WROTE ON THE FENCE
A YELLOW DOVE FLEW HIGH
THE WIND BLEW WITH POWER
ORANGE FLAG WAVED OVER FENCE
FOUR MEN WENT INTO HOLE
A NEW PATH OPENED WIDE
DEEP WATER HID WIDE DOOR
FOLLOW THE MAP INTO PERIL
A YOUNG LORD TOOK POWER
FEAR GREW IN THE CROWD
WHO WILL FIND THE DOOR
A THICK ECHO FILLED HOLE
THEY HELD THE FORT UNTIL
NIGHT BROUGHT A LOUD HOWL
WIND BLEW OUT HER TORCH
A WIDE ROAD LED HOME
YELLOW GEM FELL FROM HAND
WATCH FOR THE FINAL GATE
THICK ROPE TIED THE DOOR
YELLOW WING DROPPED FROM CLOUD
A BRAVE BOY RODE FORTH
WHO TOOK THE COPPER BAND
A FINAL WAVE HIT LAND
ONE EYE WATCHED THEM MOVE
NEW FLAME LIT THE HOLE
A THICK FACE LOOKED BACK
ORANGE FLAME TORE THROUGH FIELD
A THIN LINE GLOWED BRIGHT
WIND LIFTED HER THICK HAIR
THE CROW FLEW OVER PEAK
ALL WENT QUIET AFTER NIGHT
OLD MARK FELL OFF FENCE
WIND BLEW 4 TIME TODAY
THEY DREW A YELLOW LINE
HIDE THE MAP UNDER ROCK
A THICK BAND HELD POWER
ORANGE ROPE TIED THE BAG
WHO CAME FROM THE NORTH
A FLAME GREW FROM EMBER
THEY ALL FOUGHT FOR HONOR
A LONG THICK HALL OPENED
HER HAND HELD THE CODE
WIND CRACKED THE OLD DOOR
YELLOW RIVER CUT THROUGH ROCK
FIND THE FLAG NEAR TREE
THICK WIND BLEW THE BELL
THE MARK MEANT THICK DEED
WHO HEARD THE FINAL WORD
THE LORD TORE THE PAGE
RAIN FELL OVER THE LAND
ORANGE GEM GLOWED IN NIGHT
FLAME LIT THE FINAL GATE
THICK MAP HELD OLD CODE
HEAVY WATER RAN INTO HOLE
A BLACK DOG FLED NORTH
THE WIND ATE ALL LIGHT
WHO TORE THE FINAL PAGE
THICK ROOM HELD COPPER BOX
THE FENCE GAVE ONE CLUE
FOLLOW WIND INTO THE TREE
YELLOW FLAG TORN FROM ROPE
A BAND HELD YELLOW FLAME
WALK AHEAD INTO THICK LAND
ORANGE WINE FELL ON MAP
THE DOOR LED TO NOWHERE
HER WORD BROKE THE FINAL
NEW WATER COVERED THE PATH
WATCH THE WIND MOVE FLAME
WHO TOOK THE THICK BAND
THE CODE LED TO COPPER
A LONG ECHO GREW DEEP
THICK ROOM FED HER FEAR
THICK NOTE FOUND IN BOOK
HER FACE HELD NO FEAR
WHO BLEW THE THICK HORN
THE WIND WOKE THE DEAD
THICK FLAG WAVED ON GATE
HEAVY HAND HELD FINAL WORD
THE ROAD LED INTO NIGHT
WHO HELD THE FINAL MAP
THE CODE GAVE OLD NAME
ORANGE LIGHT BLED FROM GEM
THICK ICE BROKE UNDER WEIGHT
THE GAME HELD ONE LAW
WHO RAN INTO THICK TREE
NEW FLAME FED THE FIRE
HER VOICE ECHOED THROUGH HOLE
YELLOW FENCE CRACKED FROM WIND
FIND THE OWL IN TREE
WIND BROUGHT A THICK CHANGE
YELLOW MARK FELL FROM FLAG
A LONG TALE GREW THICK
THE HORN BLEW ONCE MORE
THICK POWER GREW IN BAND
FINAL WAVE BROKE THE GATE
A YELLOW GEM GAVE LIGHT
WHO WROTE ON OLD FENCE
HER WORD WOKE THE WIND
ORANGE ROPE HELD THE DOOR
THE LORD WORE YELLOW ROBE
NEW DAY CAME WITH FLAME
WHO OPENED THE FINAL GATE
HER HAND HELD FINAL CLUE
THICK ROPE WRAPPED THE BOX
YELLOW WATER FED THE ROOT
THE TREE HELD A DOOR
A LONG WIND BLEW HEAVY
OLD BAND BURNED WITH FLAME
THE GRAY WOLF HOWLED LOUD
PURPLE FLOWER BLOOMED IN YARD
EIGHT BIRD FLEW OVER LAKE
THICK FOG CAME AT DAWN
THE BEAR CLIMBED HIGH TREE
COPPER BELL RANG IN TOWER
FLAG 8 FELL FROM POLE
WARM GLOW FILLED THE ROOM
THE MARE RAN THROUGH FIELD
HEAVY CLOUD MOVED OVER PEAK
A THICK BOOK LAY OPEN
WHO CAME THROUGH THE GATE
FIND THE HIDDEN CHAMBER
YELLOW LIGHT LIT THE CAVE
THE OAK GREW VERY TALL
THE MOON GAVE PALE LIGHT
FOUR DEER GRAZED IN MEADOW
A HEAVY DOOR CREAKED OPEN
THE WOLF PACK MOVED NORTH
THICK ROPE HUNG FROM BEAM
WHO TOOK THE GOLDEN CROWN
PURPLE GRAPE HUNG FROM VINE
A BRIGHT FLAME DANCED HIGH
THICK ARMOR PROTECTED THE KNIGHT
THE EAGLE DOVE FROM CLIFF
ORANGE LEAF FELL TO GROUND
WHO BUILT THE HIGH TOWER
A HEAVY AXE CUT WOOD
THE POND REFLECTED THE MOON
FLAG 8 FELL FROM POLE
THICK BRANCH BENT IN WIND
YELLOW CORN GREW IN FIELD
THE KNIGHT RODE BLACK MARE
A DEEP WELL HELD WATER
THICK WALL BLOCKED THE PATH
THE RAVEN CALLED AT DAWN
ORANGE PETAL FELL FROM BLOOM
WHO FOUND THE MAGIC WAND
A HEAVY GATE BLOCKED ENTRY
THE MOUNTAIN PEAK TOUCHED CLOUD
THICK LEATHER MADE GOOD BOOT
YELLOW WHEAT WAVED IN FIELD
A BRIGHT COMET LIT NIGHT
THICK BARK COVERED OLD TREE
THE HUNTER TRACKED THE DEER
ORANGE CLAY MADE FINE POT
WHO RANG THE TEMPLE BELL
A HEAVY CHAIN HELD DOOR
THE VALLEY ECHOED WITH CALL
THICK MANE FLOWED IN WIND
YELLOW CANDLE LIT THE ROOM
THE MERCHANT COUNTED COIN
A DEEP CANYON CUT EARTH
THICK THREAD WOVE FINE CLOTH
THE BARD PLAYED GOLDEN HARP
ORANGE FLAME WARMED THE HALL
WHO CARVED THE WOODEN IDOL
A HEAVY HAMMER FORGED BLADE
THE GARDEN BLOOMED WITH COLOR
THICK ROOT GREW UNDER GROUND
YELLOW RIBBON TIED HER HAIR
THE PRINCE WORE ROYAL ROBE
THICK HIDE MADE WARM COAT
THE WIZARD MIXED MAGIC POTION
ORANGE COPPER GLEAMED IN LIGHT
THE 4TH GATE WILL OPEN
THE BROWN CAT WALKED OVER
CLEAR WATER MOVED DOWN GENTLY
FOUR PEOPLE RAN THROUGH GARDEN
FIND THE WIDE PATH AHEAD
DEER JUMPED OVER THE ROCK
PURPLE PLANT GREW UP FENCE
HOT FLAME GLOWED IN ROOM
THE WIND BLEW VERY HARD
GOLDEN GLOW CAME FROM WINDOW
THE LORD HELD COPPER BAND
HEAVY RAIN FELL ON EARTH
THE DOG HID UNDER TABLE
WALK CALMLY INTO WIDE ROOM
OLD MAGE READ BIG BOOK
WATCH THE MOON OVER LAKE
NO ONE FOUND THE HOLE
A PURPLE DRAGON FLEW HIGH
THE WIND MADE TREE BEND
BRAVE DEER FOUGHT THE HAWK
A HEAVY WIND BLEW HARD
FIND THE YELLOW GEM QUICKLY
THE WOLF FOUGHT WITH RAGE
WHO TOOK THE WIDE PATH
A HOLE OPENED NEAR ROCK
ORANGE FLAME BURNED THE DOCK
THE HAWK FLEW INTO NIGHT
A YELLOW FLAG WAVED HIGH
THE LADY HELD HER CLOAK
LONG ROAD LED INTO VALLEY
THEY FOLLOWED THE WIDE TRAIL
WE RODE THROUGH THE GORGE
THE TREE BORE RIPE FRUIT
A COPPER COIN FELL QUICKLY
FOLLOW THE YELLOW HAWK HOME
WIND MOVED THE THICK CLOUD
FROZEN POND HELD DEEP WATER
YELLOW ICE COVERED THE PATH
A LONG BATTLE ENDED CALMLY
OLD LORD GAVE FINAL ORDER
THE GAME ENDED WITH DRAW
GOLDEN ORB FELL FROM TREE
WHO WROTE ON THE FENCE
A YELLOW DOVE FLEW HIGH
THE WIND BLEW WITH POWER
ORANGE FLAG WAVED OVER FENCE
FOUR MEN WENT INTO HOLE
A NEW PATH OPENED WIDE
DEEP WATER HID WIDE DOOR
FOLLOW THE MAP INTO PERIL
A YOUNG LORD TOOK POWER
FEAR GREW IN THE CROWD
WHO WILL FIND THE DOOR
A THICK ECHO FILLED HOLE
THEY HELD THE FORT UNTIL
NIGHT BROUGHT A LOUD HOWL
WIND BLEW OUT HER TORCH
A WIDE ROAD LED HOME
YELLOW GEM FELL FROM HAND
WATCH FOR THE FINAL GATE
THICK ROPE TIED THE DOOR
YELLOW WING DROPPED FROM CLOUD
A BRAVE BOY RODE FORTH
WHO TOOK THE COPPER BAND
A FINAL WAVE HIT LAND
ONE EYE WATCHED THEM MOVE
NEW FLAME LIT THE HOLE
A THICK FACE LOOKED BACK
ORANGE FLAME TORE THROUGH FIELD
A THIN LINE GLOWED BRIGHT
WIND LIFTED HER THICK HAIR
THE CROW FLEW OVER PEAK
ALL WENT QUIET AFTER NIGHT
OLD MARK FELL OFF FENCE
THEY DREW A YELLOW LINE
HIDE THE MAP UNDER ROCK
THE NEW DAY CAME QUICKLY
A THICK BAND HELD POWER
ORANGE ROPE TIED THE BAG
WHO CAME FROM THE NORTH
A FLAME GREW FROM EMBER
THEY ALL FOUGHT FOR HONOR
A LONG THICK HALL OPENED
HER HAND HELD THE CODE
WIND CRACKED THE OLD DOOR
YELLOW RIVER CUT THROUGH ROCK
FIND THE FLAG NEAR TREE
THICK WIND BLEW THE BELL
THE MARK MEANT THICK DEED
WHO HEARD THE FINAL WORD
THE LORD TORE THE PAGE
RAIN FELL OVER THE LAND
ORANGE GEM GLOWED IN NIGHT
FLAME LIT THE FINAL GATE
THICK MAP HELD OLD CODE
HEAVY WATER RAN INTO HOLE
A BLACK DOG FLED NORTH
THE WIND ATE ALL LIGHT
WHO TORE THE FINAL PAGE
THICK ROOM HELD COPPER BOX
THE FENCE GAVE ONE CLUE
FOLLOW WIND INTO THE TREE
YELLOW FLAG TORN FROM ROPE
A BAND HELD YELLOW FLAME
WALK AHEAD INTO THICK LAND
ORANGE WINE FELL ON MAP
THE DOOR LED TO NOWHERE
HER WORD BROKE THE FINAL
NEW WATER COVERED THE PATH
WATCH THE WIND MOVE FLAME
WHO TOOK THE THICK BAND
THE CODE LED TO COPPER
A LONG ECHO GREW DEEP
THICK ROOM FED HER FEAR
THICK NOTE FOUND IN BOOK
HER FACE HELD NO FEAR
WHO BLEW THE THICK HORN
THE WIND WOKE THE DEAD
THICK FLAG WAVED ON GATE
HEAVY HAND HELD FINAL WORD
THE ROAD LED INTO NIGHT
WHO HELD THE FINAL MAP
THE CODE GAVE OLD NAME
ORANGE LIGHT BLED FROM GEM
THICK ICE BROKE UNDER WEIGHT
THE GAME HELD ONE LAW
WHO RAN INTO THICK TREE
NEW FLAME FED THE FIRE
HER VOICE ECHOED THROUGH HOLE
YELLOW FENCE CRACKED FROM WIND
FIND THE OWL IN TREE
WIND BROUGHT A THICK CHANGE
YELLOW MARK FELL FROM FLAG
A LONG TALE GREW THICK
THE HORN BLEW ONCE MORE
THICK POWER GREW IN BAND
FINAL WAVE BROKE THE GATE
A YELLOW GEM GAVE LIGHT
WHO WROTE ON OLD FENCE
HER WORD WOKE THE WIND
ORANGE ROPE HELD THE DOOR
THE LORD WORE YELLOW ROBE
NEW DAY CAME WITH FLAME
WHO OPENED THE FINAL GATE
HER HAND HELD FINAL CLUE
THICK ROPE WRAPPED THE BOX
YELLOW WATER FED THE ROOT
THE TREE HELD A DOOR
A LONG WIND BLEW HEAVY
OLD BAND BURNED WITH FLAME
THE GRAY WOLF HOWLED LOUD
PURPLE FLOWER BLOOMED IN YARD
EIGHT BIRD FLEW OVER LAKE
THICK FOG CAME AT DAWN
THE BEAR CLIMBED HIGH TREE
COPPER BELL RANG IN TOWER
WARM GLOW FILLED THE ROOM
THE MARE RAN THROUGH FIELD
HEAVY CLOUD MOVED OVER PEAK
A THICK BOOK LAY OPEN
WHO CAME THROUGH THE GATE
FIND THE HIDDEN CHAMBER
YELLOW LIGHT LIT THE CAVE
THE OAK GREW VERY TALL
THE MOON GAVE PALE LIGHT
FOUR DEER GRAZED IN MEADOW
A HEAVY DOOR CREAKED OPEN
THE WOLF PACK MOVED NORTH
THICK ROPE HUNG FROM BEAM
WHO TOOK THE GOLDEN CROWN
PURPLE GRAPE HUNG FROM VINE
A BRIGHT FLAME DANCED HIGH
THICK ARMOR PROTECTED THE KNIGHT
THE EAGLE DOVE FROM CLIFF
ORANGE LEAF FELL TO GROUND
WHO BUILT THE HIGH TOWER
A HEAVY AXE CUT WOOD
THE POND REFLECTED THE MOON
THICK BRANCH BENT IN WIND
YELLOW CORN GREW IN FIELD
THE KNIGHT RODE BLACK MARE
A DEEP WELL HELD WATER
THICK WALL BLOCKED THE PATH
THE RAVEN CALLED AT DAWN
ORANGE PETAL FELL FROM BLOOM
WHO FOUND THE MAGIC WAND
A HEAVY GATE BLOCKED ENTRY
THE MOUNTAIN PEAK TOUCHED CLOUD
THICK LEATHER MADE GOOD BOOT
YELLOW WHEAT WAVED IN FIELD
A BRIGHT COMET LIT NIGHT
THICK BARK COVERED OLD TREE
THE HUNTER TRACKED THE DEER
ORANGE CLAY MADE FINE POT
WHO RANG THE TEMPLE BELL
A HEAVY CHAIN HELD DOOR
THE VALLEY ECHOED WITH CALL
THICK MANE FLOWED IN WIND
YELLOW CANDLE LIT THE ROOM
THE MERCHANT COUNTED COIN
A DEEP CANYON CUT EARTH
THICK THREAD WOVE FINE CLOTH
THE BARD PLAYED GOLDEN HARP
ORANGE FLAME WARMED THE HALL
WHO CARVED THE WOODEN IDOL
A HEAVY HAMMER FORGED BLADE
THE GARDEN BLOOMED WITH COLOR
THICK ROOT GREW UNDER GROUND
YELLOW RIBBON TIED HER HAIR
THE PRINCE WORE ROYAL ROBE
THICK HIDE MADE WARM COAT
THE WIZARD MIXED MAGIC POTION
ORANGE COPPER GLEAMED IN LIGHT
THE QUEEN DANCED AT BALL
PURPLE CLOTH HUNG FROM BEAM
FOUR KNIGHT RODE INTO BATTLE
THE DRAGON BREATHED HOT FIRE
THICK ARMOR CLANKED LOUDLY
WHO FOUND THE ANCIENT RUNE
THE RIVER BENT AROUND HILL
THICK BLANKET WARMED THE CHILD
THE HERMIT LIVED ALONE
A BRIGHT LIGHT FILLED ROOM
THICK CURTAIN HID THE WINDOW
THE MAIDEN COMBED HER HAIR
WHO BUILT THE GREAT BRIDGE
THICK ROPE HELD THE BOAT
YELLOW BUTTERFLY DANCED IN AIR
THE MONK PRAYED IN CHAPEL
THICK WALL KEPT OUT ENEMY
ORANGE FLAME DANCED ON CANDLE
WHO CLIMBED THE TALL TOWER
THE MEADOW BLOOMED WITH FLOWER
THICK CLOUD BROUGHT HEAVY RAIN
THE MILLER GROUND THE GRAIN
A BRIGHT MOON LIT PATH
THICK DOOR PROTECTED THE VAULT
ORANGE LEAF DANCED IN BREEZE
A HEAVY CART CARRIED GRAIN
THE HILL ROLLED INTO VALLEY
THICK ROPE CLIMBED THE CLIFF
YELLOW CORN RIPENED IN FIELD
THE BAKER MADE WARM BREAD
A DEEP WELL PROVIDED WATER
THE CHILD PLAYED IN GARDEN
ORANGE FLAME COOKED THE MEAL
WHO RANG THE CHURCH BELL
A HEAVY CLOAK WARMED TRAVELER
THE CREEK BABBLED OVER ROCK
THICK VINE CLIMBED THE WALL
THE TAILOR MENDED THE COAT
THICK FOG COVERED THE HARBOR
WHO BUILT THE WOODEN BRIDGE
THICK ROPE PULLED THE NET
